,Questions,Answers
How can I file a petition/complaint?,"1-Type the petition.
2-Details of the defendant.
3-Submit petition to the Customer Service center, Public Prosecution web site, Public prosecution?s smart applications or service kiosk.
4-Attach document related to the complaint.
5-Payment of Dhs.20.
6-Review by Chief Prosecutor or prosecutor in charge.
7-Letter from the Public prosecution to police for lodging the complaint"
What are the procedures for ?waiver enclosure request??,"1.Waiver deed.
2.Applicant ID/passport.
3.Presence of the applicant or his legal representative.
4.Payment of Dhs.20."
Cases that require/need rehabilitation?,"Cases of breach of honor, integrity and honesty according to law."
What is period to submit for rehabilitation?,"1-One year of executing sentence, stay of execution or pardon in misdemeanor charges.
2-Stay of execution, Pardon or two years after executing sentence in felony charges."
What are the procedures for rehabilitation/clearing my name?,Submit the request with the required fees of Dhs.200.Then contact Customer Service- Center for reply.
How can I get ?Stop searching / cancellation of arrest warrant??,"Termination of the case by dropping, execution, exclusion of the accused, payment or reconciliation according to law."
What is the requirement to bring an accused/ inmate to the notary public?,Contact Customer Service Center to enter/include his/her name.
How to submit for a smart-visit to a convict?,"Required document:
1-Applicant ID/Passport.
Conditions:
1.Log in to Public Prosecution App.or website.
2.Approval of police officer or prosecutor according to jurisdiction.
3.Approval of the convict for his visit.
4.Fee payment of Dhs.20."
What are the followed procedures for ?To whom it may concern Certificate??,"Required documents:
1-Request submission.
2. Specify content and to whom it is addressed to.
3. Applicant ID/Passport.
Condition:
1. Presence of the applicant or his legal representative."
What are the followed procedures for? Case Information Request??,"Required document: Applicant ID or power of attorney.
Conditions:
1-Pending lawsuit before Public Prosecution or court.
2-Applicant is the concerned person (a party) or his attorney."
Fees for cassation?,Dhs.200.
What is required to appeal before the Supreme Court?,"Presence of the applicant in person, whether the convict or the civil plaintiff, to fill the cassation form before Customer service center."
What is the specified time to submit an appeal?,Within 30 days of the issuance of judgment.
How can I get information about a case/report/an accused/date hearing?,"Submit the request personally or by your lawyer to the competent prosecution. You can also submit via public prosecution website, its smart App.or the kiosk."
How can I meet a chief prosecutor or a prosecutor?,"Submit the request by appearing personally before the concerned prosecution or by your lawyer. You can submit also through the public prosecution website, its smart App. or the kiosk."
How to register a lawyer in a case?,"- Submit request in person or by your attorney.
- You can submit via public prosecution website, its smart App.or the kiosk.
- Request is submitted to the competent prosecution or court.
- Request must be attached with client power of attorney, attested by the notary public, stating his approval to appoint the applicant as a lawyer. Client can appear in person.
- Client is a party to the case."
Is it possible to adjourn a hearing session or fix a new date?,"Yes.
1-Submit the request to the concerned judge if you are a party of the case or your legal representative.  
2-Payment of Dhs20. as required fee.
3-Approval of the judge."
Who is entitled to receive the dead body?,Family members (relatives) or their attorney.
What can I do to receive a dead body?,"-Submit a request- you or your legal representative-to the concerned prosecution or via the website, the smart application of the public prosecution or the kiosk.
- Payment of Dhs.20 as required fee.
- Approval of the prosecutor in charge or the competent court."
How many persons are allowed to visit a certain detainee?,Four visitors a day. Number of visitors may increase if the officer in charge approves so.
How to visit a provisional detainee?,"By appearance before the concerned Penal Correctional facility, concerned public prosecution, its smart application or the kiosk, along with payment of Dhs.20 as required fee."
What are the procedures for visiting prisoners?,There are three days per week for a period not less than 15 minutes for each visit.
Method of paying court fines?,"Many ways like :
1.Personal presence- you or your lawyer -before the concerned prosecution.
2.Public prosecution website or its smart application or the kiosk.
3.Submit the request before Public Prosecution.
4.Payment of Dhs.20 as required fee."
What are the conditions for ceasing research? How do I get a cessation of research or clearance?,"The end of the case by preservation, execution of the judgment, exclusion of the accused, or payment or reconciliation in cases that are legally expired by reconciliation and payment"
What are the procedures for summoning him to attorney a defendant?,The application is submitted at the service center to include the name of the accused in the pre-trial office to secure his presentation to the notary
What are the procedures for applying for the guest guest visit request service?,Required documents: 1- Proof of identity (ID or passport). Conditions: 1- Requesting the service through the Public Prosecution application or the Public Prosecution website. 2- The approval of the police officer or the member of the public prosecution according to the jurisdiction of the request. 3- The inmate's approval of the request. 4- Payment of a fee of 20 dirhams.
What are the procedures for applying for the service of requesting the issuance of a certificate to whom it may concern?,Required documents: 1- Request for issuing a certificate. 2 - Determine the content of the certificate and its issuing authority. 3 - Identity verification - ID. Conditions: 1 - The presence of the certificate applicant or his legal representative.
What are the procedures for applying for a case inquiry service?,Required documents: Proof of identity or power of attorney Conditions: 1- The presence of a case in the Public Prosecution or the court 2- That the applicant is the person concerned or his representative
How much is the criminal case fee?,"Misdemeanor: 50 dirhams, and felony: 100 dirhams. With the exception of the cases of juveniles and the accused who have been acquitted"
